job_id,recruiter_id,company_id,company_name,job_title,category,industry,employment_type,experience_level,work_mode,city,state,country,experience_min_years,experience_max_years,salary_min,salary_max,salary_period,currency,salary_min_lpa,salary_max_lpa,skills_required,education,openings,benefits,job_description,posted_date,application_deadline,status,applicants_count,views_count,featured
JOB00356,REC0038,CMP015,Capitalyn Technologies Pvt Ltd,Senior Data Analyst,Data & Analytics,Fintech & Banking,Full-time,Senior,Remote,Pune,Maharashtra,India,6,10,1850000,2750000,Per Year,INR,18.5,27.5,SQL|Python|Tableau|Statistics|Excel,M.Tech,2,Annual Retreat|Meal Coupons|Relocation Assistance|Performance Bonus,"Capitalyn Technologies Pvt Ltd is hiring a Senior Data Analyst for its Pune team (remote). As a leading player in Fintech & Banking, we are looking for a motivated professional; 6-10 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Apply Tableau best practices and continuously improve existing processes. (4) Design, build and maintain solutions related to SQL and Python. Requirements: hands-on knowledge of SQL, Python, Tableau, Statistics. Good analytical and problem-solving abilities.",2026-08-25,2026-10-29,Active,76,912,False
JOB00357,REC0024,CMP010,Techvantage India Pvt Ltd,Junior UI/UX Designer,Design,Information Technology,Full-time,Junior,Remote,Remote (India),Pan-India,India,1,3,650000,900000,Per Year,INR,6.5,9.0,Figma|Wireframing|Prototyping|User Research|Design Systems,Any Graduate,2,Relocation Assistance|Learning & Development Budget|Meal Coupons|Stock Options (ESOPs)|Performance Bonus|Flexible Hours,"Techvantage India Pvt Ltd is hiring a Junior UI/UX Designer for its Remote (India) team (remote). As a leading player in Information Technology, we are looking for a motivated professional; 1-3 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Design, build and maintain solutions related to Figma and Wireframing. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Figma, Wireframing, Prototyping, User Research. Team player with ownership mindset.",2026-08-31,2026-10-19,Active,276,3588,False
JOB00358,REC0113,CMP046,ClearView Partners India Pvt Ltd,Lead Accounts Executive,Finance,Consulting & Services,Full-time,Lead,On-site,Hyderabad,Telangana,India,9,13,1850000,2450000,Per Year,INR,18.5,24.5,Tally|GST|Accounting|Excel|Reconciliation,B.Sc,15,Health Insurance|Gym Membership|Annual Retreat|Stock Options (ESOPs),"ClearView Partners India Pvt Ltd is hiring a Lead Accounts Executive for its Hyderabad team (on-site). As a leading player in Consulting & Services, we are looking for a motivated professional; 9-13 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to Tally and GST. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Apply Accounting best practices and continuously improve existing processes. Requirements: hands-on knowledge of Tally, GST, Accounting, Excel. Good analytical and problem-solving abilities.",2026-08-19,2026-10-31,Active,139,1946,False
JOB00359,REC0058,CMP024,Urbankart Ltd,Senior Category Manager,Business,E-commerce & Retail,Full-time,Senior,On-site,Hyderabad,Telangana,India,6,9,1650000,2100000,Per Year,INR,16.5,21.0,Category Planning|Vendor Management|Pricing|Analytics|Negotiation,BBA,2,Stock Options (ESOPs)|Flexible Hours|Relocation Assistance,"Urbankart Ltd is hiring a Senior Category Manager for its Hyderabad team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 6-9 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Design, build and maintain solutions related to Category Planning and Vendor Management. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of Category Planning, Vendor Management, Pricing, Analytics. Team player with ownership mindset.",2026-08-09,2026-09-10,Closed,120,720,False
JOB00360,REC0118,CMP048,StreamVista India Pvt Ltd,Junior Social Media Manager,Marketing,Media & Telecom,Full-time,Junior,On-site,Bengaluru,Karnataka,India,1,5,650000,950000,Per Year,INR,6.5,9.5,Content Calendar|Analytics|Canva|Community Management|Copywriting,MBA,2,Referral Bonus|Performance Bonus|Relocation Assistance|Work From Home Allowance,"StreamVista India Pvt Ltd is hiring a Junior Social Media Manager for its Bengaluru team (on-site). As a leading player in Media & Telecom, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Apply Canva best practices and continuously improve existing processes. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Content Calendar, Analytics, Canva, Community Management. Willingness to learn new technologies.",2026-08-21,2026-09-24,Active,210,3150,False
JOB00361,REC0025,CMP010,Techvantage India Pvt Ltd,QA Automation Engineer,Quality Assurance,Information Technology,Contract,Mid-Level,On-site,Noida,Uttar Pradesh,India,3,7,900000,1200000,Per Year,INR,9.0,12.0,Selenium|Java|TestNG|API Testing|CI/CD,B.E/B.Tech,8,Relocation Assistance|Gym Membership|Learning & Development Budget|Performance Bonus|Work From Home Allowance,"Techvantage India Pvt Ltd is hiring a QA Automation Engineer for its Noida team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 3-7 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Apply TestNG best practices and continuously improve existing processes. Requirements: hands-on knowledge of Selenium, Java, TestNG, API Testing. Team player with ownership mindset.",2026-09-01,2026-11-18,Active,123,1107,False
JOB00362,REC0014,CMP006,Pixelforge Technologies Pvt Ltd,Lead Manual Tester,Quality Assurance,Information Technology,Full-time,Lead,Remote,Remote (India),Pan-India,India,9,12,1600000,2250000,Per Year,INR,16.0,22.5,Test Cases|JIRA|SQL|Regression Testing|Agile,B.Com,8,Relocation Assistance|Stock Options (ESOPs)|Learning & Development Budget,"Pixelforge Technologies Pvt Ltd is hiring a Lead Manual Tester for its Remote (India) team (remote). As a leading player in Information Technology, we are looking for a motivated professional; 9-12 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to Test Cases and JIRA. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Test Cases, JIRA, SQL, Regression Testing. Good analytical and problem-solving abilities.",2026-08-25,2026-11-01,Active,72,864,False
JOB00363,REC0007,CMP003,Cloudnine Labs Pvt Ltd,Senior Android Developer,Engineering,Information Technology,Full-time,Senior,On-site,Bengaluru,Karnataka,India,6,10,1800000,2500000,Per Year,INR,18.0,25.0,Kotlin|Android SDK|Jetpack Compose|REST APIs|MVVM,B.E/B.Tech,1,Performance Bonus|Stock Options (ESOPs)|Referral Bonus|Relocation Assistance|Annual Retreat|Meal Coupons,"Cloudnine Labs Pvt Ltd is hiring a Senior Android Developer for its Bengaluru team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 6-10 years of relevant experience. Key responsibilities: (1) Apply Jetpack Compose best practices and continuously improve existing processes. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Kotlin, Android SDK, Jetpack Compose, REST APIs. Ability to work in a fast-paced environment.",2026-09-07,2026-11-20,Active,16,224,False
JOB00364,REC0092,CMP037,Gurukul Digital India Pvt Ltd,Senior Content Writer,Content,Education & EdTech,Full-time,Senior,Remote,Hyderabad,Telangana,India,6,9,950000,1250000,Per Year,INR,9.5,12.5,Content Writing|SEO|Research|Editing|WordPress,Any Graduate,2,Learning & Development Budget|Health Insurance|Work From Home Allowance|Meal Coupons|Referral Bonus,"Gurukul Digital India Pvt Ltd is hiring a Senior Content Writer for its Hyderabad team (remote). As a leading player in Education & EdTech, we are looking for a motivated professional; 6-9 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Design, build and maintain solutions related to Content Writing and SEO. Requirements: hands-on knowledge of Content Writing, SEO, Research, Editing. Ability to work in a fast-paced environment.",2026-08-18,2026-09-18,Closed,184,1840,False
JOB00365,REC0010,CMP004,Infravia Pvt Ltd,Senior iOS Developer,Engineering,Information Technology,Contract,Senior,Hybrid,Pune,Maharashtra,India,6,8,1450000,1900000,Per Year,INR,14.5,19.0,Swift|SwiftUI|Xcode|Core Data|REST APIs,MCA,8,Learning & Development Budget|Annual Retreat|Gym Membership,"Infravia Pvt Ltd is hiring a Senior iOS Developer for its Pune team (hybrid). As a leading player in Information Technology, we are looking for a motivated professional; 6-8 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Xcode best practices and continuously improve existing processes. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Design, build and maintain solutions related to Swift and SwiftUI. Requirements: hands-on knowledge of Swift, SwiftUI, Xcode, Core Data. Good analytical and problem-solving abilities.",2026-08-01,2026-09-20,Active,198,1980,False
JOB00366,REC0031,CMP012,Neurogrid Technologies Pvt Ltd,QA Automation Engineer Intern,Quality Assurance,Information Technology,Internship,Fresher,Remote,Chennai,Tamil Nadu,India,0,0,15000,20000,Per Month,INR,,,Selenium|Java|TestNG|API Testing|CI/CD,Any Graduate,8,Gym Membership|Stock Options (ESOPs)|Annual Retreat|Performance Bonus,"Neurogrid Technologies Pvt Ltd is hiring a QA Automation Engineer Intern for its Chennai team (remote). As a leading player in Information Technology, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Design, build and maintain solutions related to Selenium and Java. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of Selenium, Java, TestNG, API Testing. Strong communication skills.",2026-08-06,2026-09-06,Closed,157,2198,False
JOB00367,REC0112,CMP045,Orbit Business Services Solutions Pvt Ltd,SAP Consultant,Consulting,Consulting & Services,Full-time,Mid-Level,On-site,Chennai,Tamil Nadu,India,3,5,1350000,1800000,Per Year,INR,13.5,18.0,SAP FICO|SAP MM|ABAP|Configuration|Integration,B.Com,1,Annual Retreat|Meal Coupons|Referral Bonus|Paid Time Off|Health Insurance,"Orbit Business Services Solutions Pvt Ltd is hiring a SAP Consultant for its Chennai team (on-site). As a leading player in Consulting & Services, we are looking for a motivated professional; 3-5 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to SAP FICO and SAP MM. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of SAP FICO, SAP MM, ABAP, Configuration. Willingness to learn new technologies.",2026-08-20,2026-09-30,Active,125,1625,False
JOB00368,REC0085,CMP034,Eduverse Ltd,Content Writer Intern,Content,Education & EdTech,Internship,Fresher,On-site,Kolkata,West Bengal,India,0,0,8000,13000,Per Month,INR,,,Content Writing|SEO|Research|Editing|WordPress,B.Com,2,Performance Bonus|Health Insurance|Paid Time Off|Gym Membership|Flexible Hours|Stock Options (ESOPs),"Eduverse Ltd is hiring a Content Writer Intern for its Kolkata team (on-site). As a leading player in Education & EdTech, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Apply Research best practices and continuously improve existing processes. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Design, build and maintain solutions related to Content Writing and SEO. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Content Writing, SEO, Research, Editing. Good analytical and problem-solving abilities.",2026-09-12,2026-11-24,Paused,56,336,False
JOB00369,REC0056,CMP023,Bazaarly Technologies Pvt Ltd,Senior Digital Marketing Manager,Marketing,E-commerce & Retail,Full-time,Senior,On-site,Mumbai,Maharashtra,India,6,10,1300000,1700000,Per Year,INR,13.0,17.0,SEO|Google Ads|Meta Ads|Analytics|Content Strategy,MBA,10,Work From Home Allowance|Stock Options (ESOPs)|Flexible Hours|Meal Coupons|Gym Membership|Health Insurance,"Bazaarly Technologies Pvt Ltd is hiring a Senior Digital Marketing Manager for its Mumbai team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 6-10 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Design, build and maintain solutions related to SEO and Google Ads. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of SEO, Google Ads, Meta Ads, Analytics. Good analytical and problem-solving abilities.",2026-08-08,2026-09-15,Closed,102,714,False
JOB00370,REC0002,CMP001,Nexora Pvt Ltd,Junior DevOps Engineer,DevOps & Cloud,Information Technology,Full-time,Junior,On-site,Bengaluru,Karnataka,India,1,5,1000000,1450000,Per Year,INR,10.0,14.5,Kubernetes|Docker|Jenkins|Terraform|AWS,B.E/B.Tech,3,Paid Time Off|Meal Coupons|Learning & Development Budget|Stock Options (ESOPs)|Annual Retreat,"Nexora Pvt Ltd is hiring a Junior DevOps Engineer for its Bengaluru team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Design, build and maintain solutions related to Kubernetes and Docker. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Kubernetes, Docker, Jenkins, Terraform. Strong communication skills.",2026-08-11,2026-10-10,Active,248,2232,False
JOB00371,REC0034,CMP014,PayNest Pvt Ltd,Risk Analyst Intern,Finance,Fintech & Banking,Internship,Fresher,Remote,Mumbai,Maharashtra,India,0,0,20000,30000,Per Month,INR,,,Credit Risk|SQL|Excel|Python|Basel Norms,B.Com,1,Flexible Hours|Annual Retreat|Gym Membership|Health Insurance,"PayNest Pvt Ltd is hiring a Risk Analyst Intern for its Mumbai team (remote). As a leading player in Fintech & Banking, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Design, build and maintain solutions related to Credit Risk and SQL. Requirements: hands-on knowledge of Credit Risk, SQL, Excel, Python. Willingness to learn new technologies.",2026-08-09,2026-10-03,Active,495,6435,False
JOB00372,REC0062,CMP025,TrendNest India Pvt Ltd,Digital Marketing Manager,Marketing,E-commerce & Retail,Full-time,Mid-Level,On-site,Noida,Uttar Pradesh,India,3,5,800000,1100000,Per Year,INR,8.0,11.0,SEO|Google Ads|Meta Ads|Analytics|Content Strategy,B.Com,3,Paid Time Off|Relocation Assistance|Gym Membership|Meal Coupons,"TrendNest India Pvt Ltd is hiring a Digital Marketing Manager for its Noida team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 3-5 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Design, build and maintain solutions related to SEO and Google Ads. Requirements: hands-on knowledge of SEO, Google Ads, Meta Ads, Analytics. Team player with ownership mindset.",2026-08-18,2026-10-02,Active,257,2056,True
JOB00373,REC0046,CMP019,Trustwave Finance Ltd,Senior Product Analyst,Product,Fintech & Banking,Full-time,Senior,Hybrid,Bengaluru,Karnataka,India,6,10,2850000,4100000,Per Year,INR,28.5,41.0,SQL|A/B Testing|Mixpanel|Excel|Product Metrics,B.Sc,2,Meal Coupons|Learning & Development Budget|Stock Options (ESOPs),"Trustwave Finance Ltd is hiring a Senior Product Analyst for its Bengaluru team (hybrid). As a leading player in Fintech & Banking, we are looking for a motivated professional; 6-10 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Apply Mixpanel best practices and continuously improve existing processes. Requirements: hands-on knowledge of SQL, A/B Testing, Mixpanel, Excel. Willingness to learn new technologies.",2026-08-04,2026-08-29,Closed,60,600,True
JOB00374,REC0037,CMP015,Capitalyn Technologies Pvt Ltd,Product Analyst,Product,Fintech & Banking,Full-time,Mid-Level,Remote,Delhi,Delhi,India,3,6,2100000,2850000,Per Year,INR,21.0,28.5,SQL|A/B Testing|Mixpanel|Excel|Product Metrics,Any Graduate,20,Annual Retreat|Flexible Hours|Referral Bonus|Performance Bonus,"Capitalyn Technologies Pvt Ltd is hiring a Product Analyst for its Delhi team (remote). As a leading player in Fintech & Banking, we are looking for a motivated professional; 3-6 years of relevant experience. Key responsibilities: (1) Apply Mixpanel best practices and continuously improve existing processes. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Design, build and maintain solutions related to SQL and A/B Testing. Requirements: hands-on knowledge of SQL, A/B Testing, Mixpanel, Excel. Strong communication skills.",2026-08-20,2026-09-25,Active,88,968,False
JOB00375,REC0069,CMP028,HealthBridge Technologies Pvt Ltd,Junior QA Executive - Pharma,Quality Assurance,Healthcare & Pharma,Full-time,Junior,Hybrid,Delhi,Delhi,India,1,4,650000,800000,Per Year,INR,6.5,8.0,GMP|SOPs|Audits|Deviation Handling|Documentation,BBA,1,Work From Home Allowance|Relocation Assistance|Flexible Hours,"HealthBridge Technologies Pvt Ltd is hiring a Junior QA Executive - Pharma for its Delhi team (hybrid). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Design, build and maintain solutions related to GMP and SOPs. Requirements: hands-on knowledge of GMP, SOPs, Audits, Deviation Handling. Strong communication skills.",2026-08-28,2026-10-25,Paused,106,1060,False
JOB00376,REC0089,CMP036,BrightPath Academy Technologies Pvt Ltd,Junior Subject Matter Expert - Maths,Content,Education & EdTech,Full-time,Junior,Hybrid,Chennai,Tamil Nadu,India,1,4,500000,650000,Per Year,INR,5.0,6.5,Mathematics|Teaching|Problem Solving|Content Creation|Communication,Any Graduate,2,Meal Coupons|Referral Bonus|Health Insurance|Flexible Hours|Annual Retreat,"BrightPath Academy Technologies Pvt Ltd is hiring a Junior Subject Matter Expert - Maths for its Chennai team (hybrid). As a leading player in Education & EdTech, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Design, build and maintain solutions related to Mathematics and Teaching. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Apply Problem Solving best practices and continuously improve existing processes. Requirements: hands-on knowledge of Mathematics, Teaching, Problem Solving, Content Creation. Ability to work in a fast-paced environment.",2026-08-15,2026-10-08,Active,103,1030,False
JOB00377,REC0081,CMP033,LearnLoop Pvt Ltd,Junior Growth Marketing Executive,Marketing,Education & EdTech,Full-time,Junior,On-site,Jaipur,Rajasthan,India,1,4,600000,750000,Per Year,INR,6.0,7.5,Performance Marketing|SEO|CRM|Analytics|Email Marketing,MBA,3,Learning & Development Budget|Performance Bonus|Gym Membership|Stock Options (ESOPs)|Relocation Assistance|Flexible Hours,"LearnLoop Pvt Ltd is hiring a Junior Growth Marketing Executive for its Jaipur team (on-site). As a leading player in Education & EdTech, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Design, build and maintain solutions related to Performance Marketing and SEO. (3) Apply CRM best practices and continuously improve existing processes. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Performance Marketing, SEO, CRM, Analytics. Strong communication skills.",2026-09-06,2026-11-23,Active,39,585,False
JOB00378,REC0068,CMP028,HealthBridge Technologies Pvt Ltd,Lead Medical Coder,Healthcare Ops,Healthcare & Pharma,Contract,Lead,Remote,Pune,Maharashtra,India,9,12,1100000,1450000,Per Year,INR,11.0,14.5,ICD-10|CPT|Medical Terminology|Coding Audits|HIPAA,B.E/B.Tech,3,Performance Bonus|Relocation Assistance|Flexible Hours,"HealthBridge Technologies Pvt Ltd is hiring a Lead Medical Coder for its Pune team (remote). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; 9-12 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to ICD-10 and CPT. (2) Apply Medical Terminology best practices and continuously improve existing processes. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of ICD-10, CPT, Medical Terminology, Coding Audits. Team player with ownership mindset.",2026-08-04,2026-10-18,Active,129,1935,False
JOB00379,REC0076,CMP031,Genomix Ltd,Junior Clinical Research Associate,Clinical,Healthcare & Pharma,Full-time,Junior,On-site,Bengaluru,Karnataka,India,1,5,650000,800000,Per Year,INR,6.5,8.0,GCP|Clinical Trials|Regulatory Docs|Monitoring|MS Office,B.Sc,2,Gym Membership|Meal Coupons|Annual Retreat,"Genomix Ltd is hiring a Junior Clinical Research Associate for its Bengaluru team (on-site). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to GCP and Clinical Trials. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Apply Regulatory Docs best practices and continuously improve existing processes. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of GCP, Clinical Trials, Regulatory Docs, Monitoring. Good analytical and problem-solving abilities.",2026-09-14,2026-10-20,Active,16,144,False
JOB00380,REC0049,CMP020,Wealthora Technologies Pvt Ltd,Data Analyst,Data & Analytics,Fintech & Banking,Contract,Mid-Level,On-site,Delhi,Delhi,India,3,6,1200000,1500000,Per Year,INR,12.0,15.0,SQL|Python|Tableau|Statistics|Excel,B.E/B.Tech,15,Learning & Development Budget|Meal Coupons|Relocation Assistance|Work From Home Allowance,"Wealthora Technologies Pvt Ltd is hiring a Data Analyst for its Delhi team (on-site). As a leading player in Fintech & Banking, we are looking for a motivated professional; 3-6 years of relevant experience. Key responsibilities: (1) Apply Tableau best practices and continuously improve existing processes. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Design, build and maintain solutions related to SQL and Python. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of SQL, Python, Tableau, Statistics. Strong communication skills.",2026-08-24,2026-11-06,Active,160,1120,False
JOB00381,REC0099,CMP040,Precision Works Pvt Ltd,Junior EV Battery Engineer,Engineering,Manufacturing & Automotive,Contract,Junior,On-site,Noida,Uttar Pradesh,India,1,3,750000,950000,Per Year,INR,7.5,9.5,Battery Systems|BMS|MATLAB|Thermal Management|Testing,B.E/B.Tech,2,Health Insurance|Gym Membership|Flexible Hours|Stock Options (ESOPs)|Performance Bonus,"Precision Works Pvt Ltd is hiring a Junior EV Battery Engineer for its Noida team (on-site). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; 1-3 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Design, build and maintain solutions related to Battery Systems and BMS. (3) Apply MATLAB best practices and continuously improve existing processes. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of Battery Systems, BMS, MATLAB, Thermal Management. Good analytical and problem-solving abilities.",2026-09-09,2026-10-19,Active,23,276,False
JOB00382,REC0092,CMP037,Gurukul Digital India Pvt Ltd,Senior Growth Marketing Executive,Marketing,Education & EdTech,Contract,Senior,On-site,Hyderabad,Telangana,India,6,8,1200000,1500000,Per Year,INR,12.0,15.0,Performance Marketing|SEO|CRM|Analytics|Email Marketing,MBA,10,Work From Home Allowance|Meal Coupons|Flexible Hours,"Gurukul Digital India Pvt Ltd is hiring a Senior Growth Marketing Executive for its Hyderabad team (on-site). As a leading player in Education & EdTech, we are looking for a motivated professional; 6-8 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to Performance Marketing and SEO. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Apply CRM best practices and continuously improve existing processes. Requirements: hands-on knowledge of Performance Marketing, SEO, CRM, Analytics. Willingness to learn new technologies.",2026-08-08,2026-10-18,Active,118,708,False
JOB00383,REC0097,CMP039,SteelCraft Industries Pvt Ltd,Mechanical Design Engineer,Engineering,Manufacturing & Automotive,Full-time,Mid-Level,Hybrid,Chennai,Tamil Nadu,India,3,6,1050000,1450000,Per Year,INR,10.5,14.5,SolidWorks|AutoCAD|GD&T|Manufacturing Processes|FEA,M.Tech,1,Paid Time Off|Flexible Hours|Referral Bonus|Annual Retreat|Performance Bonus,"SteelCraft Industries Pvt Ltd is hiring a Mechanical Design Engineer for its Chennai team (hybrid). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; 3-6 years of relevant experience. Key responsibilities: (1) Apply GD&T best practices and continuously improve existing processes. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Design, build and maintain solutions related to SolidWorks and AutoCAD. Requirements: hands-on knowledge of SolidWorks, AutoCAD, GD&T, Manufacturing Processes. Good analytical and problem-solving abilities.",2026-08-24,2026-09-27,Active,177,1062,False
JOB00384,REC0018,CMP007,Datastream Solutions Pvt Ltd,iOS Developer,Engineering,Information Technology,Part-time,Mid-Level,On-site,Hyderabad,Telangana,India,3,5,650000,850000,Per Year,INR,6.5,8.5,Swift|SwiftUI|Xcode|Core Data|REST APIs,M.Tech,15,Gym Membership|Stock Options (ESOPs)|Relocation Assistance|Referral Bonus|Performance Bonus,"Datastream Solutions Pvt Ltd is hiring a iOS Developer for its Hyderabad team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 3-5 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to Swift and SwiftUI. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Apply Xcode best practices and continuously improve existing processes. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Swift, SwiftUI, Xcode, Core Data. Strong communication skills.",2026-08-11,2026-09-12,Closed,241,1928,True
JOB00385,REC0122,CMP049,Airwave Telecom Pvt Ltd,Backend Developer,Engineering,Media & Telecom,Full-time,Mid-Level,On-site,Delhi,Delhi,India,3,7,1350000,1750000,Per Year,INR,13.5,17.5,Java|Spring Boot|Kafka|Redis|MySQL,MCA,3,Stock Options (ESOPs)|Referral Bonus|Learning & Development Budget|Health Insurance|Meal Coupons|Performance Bonus,"Airwave Telecom Pvt Ltd is hiring a Backend Developer for its Delhi team (on-site). As a leading player in Media & Telecom, we are looking for a motivated professional; 3-7 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Design, build and maintain solutions related to Java and Spring Boot. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of Java, Spring Boot, Kafka, Redis. Good analytical and problem-solving abilities.",2026-09-13,2026-12-02,Active,13,143,False
